plot,Time,Temperature
C05,25/07/2021 20:30,22
C05,26/07/2021 0:30,16
C05,26/07/2021 4:30,13.5
C05,26/07/2021 8:30,12.5
C05,26/07/2021 12:30,23.5
C05,26/07/2021 16:30,27
C05,26/07/2021 20:30,21
C05,27/07/2021 0:30,16
C05,27/07/2021 4:30,14
C05,27/07/2021 8:30,13
C05,27/07/2021 12:30,22.5
C05,27/07/2021 16:30,29
C05,27/07/2021 20:30,22
C05,28/07/2021 0:30,16
C05,28/07/2021 4:30,13
C05,28/07/2021 8:30,11.5
C05,28/07/2021 12:30,23.5
C05,28/07/2021 16:30,33
C05,28/07/2021 20:30,22.5
C05,29/07/2021 0:30,16.5
C05,29/07/2021 4:30,14.5
C05,29/07/2021 8:30,13.5
C05,29/07/2021 12:30,23.5
C05,29/07/2021 16:30,31
C05,29/07/2021 20:30,24
C05,30/07/2021 0:30,16.5
C05,30/07/2021 4:30,14.5
C05,30/07/2021 8:30,13.5
C05,30/07/2021 12:30,23.5
C05,30/07/2021 16:30,26
C05,30/07/2021 20:30,22
C05,31/07/2021 0:30,16.5
C05,31/07/2021 4:30,14.5
C05,31/07/2021 8:30,13
C05,31/07/2021 12:30,17.5
C05,31/07/2021 16:30,25
C05,31/07/2021 20:30,20
C05,01/08/2021 0:30,14.5
C05,01/08/2021 4:30,12
C05,01/08/2021 8:30,12
C05,01/08/2021 12:30,16.5
C05,01/08/2021 16:30,27
C05,01/08/2021 20:30,21
C05,02/08/2021 0:30,16
C05,02/08/2021 4:30,14
C05,02/08/2021 8:30,13
C05,02/08/2021 12:30,18.5
C05,02/08/2021 16:30,22
C05,02/08/2021 20:30,19.5
C05,03/08/2021 0:30,14
C05,03/08/2021 4:30,12
C05,03/08/2021 8:30,11.5
C05,03/08/2021 12:30,22
C05,03/08/2021 16:30,23
C05,03/08/2021 20:30,20
C05,04/08/2021 0:30,15
C05,04/08/2021 4:30,13
C05,04/08/2021 8:30,12.5
C05,04/08/2021 12:30,16.5
C05,04/08/2021 16:30,27
C05,04/08/2021 20:30,20
C05,05/08/2021 0:30,14.5
C05,05/08/2021 4:30,13
C05,05/08/2021 8:30,12.5
C05,05/08/2021 12:30,18.5
C05,05/08/2021 16:30,23.5
C05,05/08/2021 20:30,19.5
C05,06/08/2021 0:30,14
C05,06/08/2021 4:30,12
C05,06/08/2021 8:30,11
C05,06/08/2021 12:30,20.5
C05,06/08/2021 16:30,28
C05,06/08/2021 20:30,20.5
C05,07/08/2021 0:30,14.5
C05,07/08/2021 4:30,13
C05,07/08/2021 8:30,12
C05,07/08/2021 12:30,16.5
C05,07/08/2021 16:30,25.5
C05,07/08/2021 20:30,18.5
C05,08/08/2021 0:30,13.5
C05,08/08/2021 4:30,10.5
C05,08/08/2021 8:30,9
C05,08/08/2021 12:30,19.5
C05,08/08/2021 16:30,27.5
C05,08/08/2021 20:30,20.5
C05,09/08/2021 0:30,15.5
C05,09/08/2021 4:30,13.5
C05,09/08/2021 8:30,12.5
C05,09/08/2021 12:30,21.5
C05,09/08/2021 16:30,29
C05,09/08/2021 20:30,22
C05,10/08/2021 0:30,16.5
C05,10/08/2021 4:30,14
C05,10/08/2021 8:30,13
C05,10/08/2021 12:30,22.5
C05,10/08/2021 16:30,31.5
C05,10/08/2021 20:30,24
C05,11/08/2021 0:30,17.5
C05,11/08/2021 4:30,15
C05,11/08/2021 8:30,14
C05,11/08/2021 12:30,24
C05,11/08/2021 16:30,31.5
C05,11/08/2021 20:30,25
C05,12/08/2021 0:30,18.5
C05,12/08/2021 4:30,16.5
C05,12/08/2021 8:30,16
C05,12/08/2021 12:30,24
C05,12/08/2021 16:30,32
C05,12/08/2021 20:30,25
C05,13/08/2021 0:30,18
C05,13/08/2021 4:30,16.5
C05,13/08/2021 8:30,15.5
C05,13/08/2021 12:30,25
C05,13/08/2021 16:30,33.5
C05,13/08/2021 20:30,26
C05,14/08/2021 0:30,19
C05,14/08/2021 4:30,17.5
C05,14/08/2021 8:30,15.5
C05,14/08/2021 12:30,25
C05,14/08/2021 16:30,32
C05,14/08/2021 20:30,25
C05,15/08/2021 0:30,19.5
C05,15/08/2021 4:30,17
C05,15/08/2021 8:30,15
C05,15/08/2021 12:30,25.5
C05,15/08/2021 16:30,35
C05,15/08/2021 20:30,25.5
C05,16/08/2021 0:30,18.5
C05,16/08/2021 4:30,15.5
C05,16/08/2021 8:30,15
C05,16/08/2021 12:30,25
C05,16/08/2021 16:30,34
C05,16/08/2021 20:30,25
C05,17/08/2021 0:30,17.5
C05,17/08/2021 4:30,15
C05,17/08/2021 8:30,13.5
C05,17/08/2021 12:30,24.5
C05,17/08/2021 16:30,34
C05,17/08/2021 20:30,25
C05,18/08/2021 0:30,18
C05,18/08/2021 4:30,15
C05,18/08/2021 8:30,14
C05,18/08/2021 12:30,25
C05,18/08/2021 16:30,34.5
C05,18/08/2021 20:30,23.5
C05,19/08/2021 0:30,17.5
C05,19/08/2021 4:30,15.5
C05,19/08/2021 8:30,14.5
C05,19/08/2021 12:30,24.5
C05,19/08/2021 16:30,30
C05,19/08/2021 20:30,24
C05,20/08/2021 0:30,18
C05,20/08/2021 4:30,16
C05,20/08/2021 8:30,14.5
C05,20/08/2021 12:30,24
C05,20/08/2021 16:30,32.5
C05,20/08/2021 20:30,24.5
C05,21/08/2021 0:30,18
C05,21/08/2021 4:30,16
C05,21/08/2021 8:30,15
C05,21/08/2021 12:30,23.5
C05,21/08/2021 16:30,28
C05,21/08/2021 20:30,23.5
C05,22/08/2021 0:30,17.5
C05,22/08/2021 4:30,16
C05,22/08/2021 8:30,14.5
C05,22/08/2021 12:30,23.5
C05,22/08/2021 16:30,32
C05,22/08/2021 20:30,24.5
C05,23/08/2021 0:30,18.5
C05,23/08/2021 4:30,16.5
C05,23/08/2021 8:30,15.5
C05,23/08/2021 12:30,24
C05,23/08/2021 16:30,33
C05,23/08/2021 20:30,25
C05,24/08/2021 0:30,18.5
C05,24/08/2021 4:30,16
C05,24/08/2021 8:30,14.5
C05,24/08/2021 12:30,25
C05,24/08/2021 16:30,34
C05,24/08/2021 20:30,25.5
C05,25/08/2021 0:30,18.5
C05,25/08/2021 4:30,16
C05,25/08/2021 8:30,15.5
C05,25/08/2021 12:30,25
C05,25/08/2021 16:30,27.5
C05,25/08/2021 20:30,23
C05,26/08/2021 0:30,18
C05,26/08/2021 4:30,16
C05,26/08/2021 8:30,16
C05,26/08/2021 12:30,22
C05,26/08/2021 16:30,17
C05,26/08/2021 20:30,16.5
C05,27/08/2021 0:30,15
C05,27/08/2021 4:30,14.5
C05,27/08/2021 8:30,14
C05,27/08/2021 12:30,20.5
C05,27/08/2021 16:30,18.5
C05,27/08/2021 20:30,17
C05,28/08/2021 0:30,15
C05,28/08/2021 4:30,13.5
C05,28/08/2021 8:30,13
C05,28/08/2021 12:30,21.5
C05,28/08/2021 16:30,19
C05,28/08/2021 20:30,18.5
C05,29/08/2021 0:30,15.5
C05,29/08/2021 4:30,13.5
C05,29/08/2021 8:30,13
C05,29/08/2021 12:30,21.5
C05,29/08/2021 16:30,29
C05,29/08/2021 20:30,21
C05,30/08/2021 0:30,16.5
C05,30/08/2021 4:30,15
C05,30/08/2021 8:30,14
C05,30/08/2021 12:30,20.5
C05,30/08/2021 16:30,24
C05,30/08/2021 20:30,19
C05,31/08/2021 0:30,15.5
C05,31/08/2021 4:30,14
C05,31/08/2021 8:30,13
C05,31/08/2021 12:30,21
C05,31/08/2021 16:30,27.5
C05,31/08/2021 20:30,20.5
C05,01/09/2021 0:30,16.5
C05,01/09/2021 4:30,15
C05,01/09/2021 8:30,14
C05,01/09/2021 12:30,16
C05,01/09/2021 16:30,17
C05,01/09/2021 20:30,15
C05,02/09/2021 0:30,13
C05,02/09/2021 4:30,12.5
C05,02/09/2021 8:30,12.5
C05,02/09/2021 12:30,14.5
C05,02/09/2021 16:30,15
C05,02/09/2021 20:30,13.5
C05,03/09/2021 0:30,12.5
C05,03/09/2021 4:30,12
C05,03/09/2021 8:30,11.5
C05,03/09/2021 12:30,15
C05,03/09/2021 16:30,16.5
C05,03/09/2021 20:30,15.5
C05,04/09/2021 0:30,12
C05,04/09/2021 4:30,10
C05,04/09/2021 8:30,9
C05,04/09/2021 12:30,18
C05,04/09/2021 16:30,25.5
C05,04/09/2021 20:30,18.5
C05,05/09/2021 0:30,14
C05,05/09/2021 4:30,12.5
C05,05/09/2021 8:30,12
C05,05/09/2021 12:30,18.5
C05,05/09/2021 16:30,23.5
C05,05/09/2021 20:30,19
C05,06/09/2021 0:30,15.5
C05,06/09/2021 4:30,14.5
C05,06/09/2021 8:30,14
C05,06/09/2021 12:30,16
C05,06/09/2021 16:30,23.5
C05,06/09/2021 20:30,18
C05,07/09/2021 0:30,15
C05,07/09/2021 4:30,14.5
C05,07/09/2021 8:30,13
C05,07/09/2021 12:30,16.5
C05,07/09/2021 16:30,15.5
C05,07/09/2021 20:30,14.5
C05,08/09/2021 0:30,12
C05,08/09/2021 4:30,10.5
C05,08/09/2021 8:30,10.5
C05,08/09/2021 12:30,12.5
C05,08/09/2021 16:30,14.5
C05,08/09/2021 20:30,13
C05,09/09/2021 0:30,11.5
C05,09/09/2021 4:30,11
C05,09/09/2021 8:30,10.5
C05,09/09/2021 12:30,13.5
C05,09/09/2021 16:30,15.5
C05,09/09/2021 20:30,12.5
C05,10/09/2021 0:30,9.5
C05,10/09/2021 4:30,9.5
C05,10/09/2021 8:30,9
C05,10/09/2021 12:30,16
C05,10/09/2021 16:30,17.5
C05,10/09/2021 20:30,14.5
C05,11/09/2021 0:30,11.5
C05,11/09/2021 4:30,11
C05,11/09/2021 8:30,10
C05,11/09/2021 12:30,15.5
C05,11/09/2021 16:30,17.5
C05,11/09/2021 20:30,14.5
C05,12/09/2021 0:30,11
C05,12/09/2021 4:30,10
C05,12/09/2021 8:30,9.5
C05,12/09/2021 12:30,17
C05,12/09/2021 16:30,18.5
C05,12/09/2021 20:30,15.5
C05,13/09/2021 0:30,13
C05,13/09/2021 4:30,12
C05,13/09/2021 8:30,11.5
C05,13/09/2021 12:30,15
C05,13/09/2021 16:30,13
C05,13/09/2021 20:30,11.5
C05,14/09/2021 0:30,10
C05,14/09/2021 4:30,9.5
C05,14/09/2021 8:30,9
C05,14/09/2021 12:30,10.5
C05,14/09/2021 16:30,11.5
C05,14/09/2021 20:30,10
C05,15/09/2021 0:30,10
C05,15/09/2021 4:30,10
C05,15/09/2021 8:30,9.5
C05,15/09/2021 12:30,12
C05,15/09/2021 16:30,13.5
C05,15/09/2021 20:30,12
C05,16/09/2021 0:30,10.5
C05,16/09/2021 4:30,9.5
C05,16/09/2021 8:30,8.5
C05,16/09/2021 12:30,14
C05,16/09/2021 16:30,16.5
C05,16/09/2021 20:30,13.5
C05,17/09/2021 0:30,10.5
C05,17/09/2021 4:30,9
C05,17/09/2021 8:30,8
C05,17/09/2021 12:30,15
C05,17/09/2021 16:30,20
C05,17/09/2021 20:30,13
C05,18/09/2021 0:30,9.5
C05,18/09/2021 4:30,8
C05,18/09/2021 8:30,6.5
C05,18/09/2021 12:30,11
C05,18/09/2021 16:30,13.5
C05,18/09/2021 20:30,11
C05,19/09/2021 0:30,8
C05,19/09/2021 4:30,6.5
C05,19/09/2021 8:30,6.5
C05,19/09/2021 12:30,13.5
C05,19/09/2021 16:30,16.5
C05,19/09/2021 20:30,13
C05,20/09/2021 0:30,10.5
C05,20/09/2021 4:30,9
C05,20/09/2021 8:30,8.5
C05,20/09/2021 12:30,11
C05,20/09/2021 16:30,13.5
C05,20/09/2021 20:30,10
C05,21/09/2021 0:30,8.5
C05,21/09/2021 4:30,7.5
C05,21/09/2021 8:30,6
C05,21/09/2021 12:30,11.5
C05,21/09/2021 16:30,13
C05,21/09/2021 20:30,10
C05,22/09/2021 0:30,8.5
C05,22/09/2021 4:30,8
C05,22/09/2021 8:30,7.5
C05,22/09/2021 12:30,9
C05,22/09/2021 16:30,13
C05,22/09/2021 20:30,10
C05,23/09/2021 0:30,8
C05,23/09/2021 4:30,7
C05,23/09/2021 8:30,6.5
C05,23/09/2021 12:30,13
C05,23/09/2021 16:30,15.5
C05,23/09/2021 20:30,11.5
C05,24/09/2021 0:30,9
C05,24/09/2021 4:30,9.5
C05,24/09/2021 8:30,9
C05,24/09/2021 12:30,9.5
C05,24/09/2021 16:30,11
C05,24/09/2021 20:30,9.5
C05,25/09/2021 0:30,9
C05,25/09/2021 4:30,8.5
C05,25/09/2021 8:30,8
C05,25/09/2021 12:30,9
C05,25/09/2021 16:30,9
C05,25/09/2021 20:30,8
C05,26/09/2021 0:30,7
C05,26/09/2021 4:30,7
C05,26/09/2021 8:30,6.5
C05,26/09/2021 12:30,11.5
C05,26/09/2021 16:30,15
C05,26/09/2021 20:30,11
C05,27/09/2021 0:30,9
C05,27/09/2021 4:30,8
C05,27/09/2021 8:30,8
C05,27/09/2021 12:30,11
C05,27/09/2021 16:30,16
C05,27/09/2021 20:30,11.5
C05,28/09/2021 0:30,9
C05,28/09/2021 4:30,8.5
C05,28/09/2021 8:30,8.5
C05,28/09/2021 12:30,12
C05,28/09/2021 16:30,19.5
C05,28/09/2021 20:30,12.5
C05,29/09/2021 0:30,8.5
C05,29/09/2021 4:30,7
C05,29/09/2021 8:30,7.5
C05,29/09/2021 12:30,12
C05,29/09/2021 16:30,18.5
C05,29/09/2021 20:30,12.5
C05,30/09/2021 0:30,9.5
C05,30/09/2021 4:30,8
C05,30/09/2021 8:30,7
C05,30/09/2021 12:30,13
C05,30/09/2021 16:30,20
C05,30/09/2021 20:30,13
C05,01/10/2021 0:30,10
C05,01/10/2021 4:30,9
C05,01/10/2021 8:30,9
C05,01/10/2021 12:30,14
C05,01/10/2021 16:30,20.5
C05,01/10/2021 20:30,14
C05,02/10/2021 0:30,11
C05,02/10/2021 4:30,9.5
C05,02/10/2021 8:30,9.5
C05,02/10/2021 12:30,11
C05,02/10/2021 16:30,10.5
C05,02/10/2021 20:30,10
C05,03/10/2021 0:30,9.5
C05,03/10/2021 4:30,7.5
C05,03/10/2021 8:30,7
C05,03/10/2021 12:30,9
C05,03/10/2021 16:30,13.5
C05,03/10/2021 20:30,9.5
C05,04/10/2021 0:30,6.5
C05,04/10/2021 4:30,5.5
C05,04/10/2021 8:30,5.5
C05,04/10/2021 12:30,8.5
C05,04/10/2021 16:30,12
C05,04/10/2021 20:30,8.5
C05,05/10/2021 0:30,7.5
C05,05/10/2021 4:30,7.5
C05,05/10/2021 8:30,7.5
C05,05/10/2021 12:30,9
C05,05/10/2021 16:30,11.5
C05,05/10/2021 20:30,9.5
C05,06/10/2021 0:30,8
C05,06/10/2021 4:30,6.5
C05,06/10/2021 8:30,6
C05,06/10/2021 12:30,10.5
C05,06/10/2021 16:30,18
C05,06/10/2021 20:30,12
C05,07/10/2021 0:30,9.5
C05,07/10/2021 4:30,8.5
C05,07/10/2021 8:30,7.5
C05,07/10/2021 12:30,12.5
C05,07/10/2021 16:30,19.5
C05,07/10/2021 20:30,12.5
C05,08/10/2021 0:30,10
C05,08/10/2021 4:30,8.5
C05,08/10/2021 8:30,7.5
C05,08/10/2021 12:30,13
C05,08/10/2021 16:30,20.5
C05,08/10/2021 20:30,13.5
C05,09/10/2021 0:30,10.5
C05,09/10/2021 4:30,9
C05,09/10/2021 8:30,8.5
C05,09/10/2021 12:30,12.5
C05,09/10/2021 16:30,19.5
C05,09/10/2021 20:30,12
C05,10/10/2021 0:30,9.5
C05,10/10/2021 4:30,8.5
C05,10/10/2021 8:30,7.5
C05,10/10/2021 12:30,12
C05,10/10/2021 16:30,19
C05,10/10/2021 20:30,12.5
C05,11/10/2021 0:30,9.5
C05,11/10/2021 4:30,8.5
C05,11/10/2021 8:30,7.5
C05,11/10/2021 12:30,12.5
C05,11/10/2021 16:30,19
C05,11/10/2021 20:30,13
C05,12/10/2021 0:30,9.5
C05,12/10/2021 4:30,8.5
C05,12/10/2021 8:30,7
C05,12/10/2021 12:30,12.5
C05,12/10/2021 16:30,20
C05,12/10/2021 20:30,12.5
C05,13/10/2021 0:30,10
C05,13/10/2021 4:30,8.5
C05,13/10/2021 8:30,8
C05,13/10/2021 12:30,13
C05,13/10/2021 16:30,20
C05,13/10/2021 20:30,13
C05,14/10/2021 0:30,10.5
C05,14/10/2021 4:30,9
C05,14/10/2021 8:30,8.5
C05,14/10/2021 12:30,12.5
C05,14/10/2021 16:30,19.5
C05,14/10/2021 20:30,13
C05,15/10/2021 0:30,10.5
C05,15/10/2021 4:30,9
C05,15/10/2021 8:30,8
C05,15/10/2021 12:30,12.5
C05,15/10/2021 16:30,20
C05,15/10/2021 20:30,13
C05,16/10/2021 0:30,10
C05,16/10/2021 4:30,10
C05,16/10/2021 8:30,9.5
C05,16/10/2021 12:30,11.5
C05,16/10/2021 16:30,13
C05,16/10/2021 20:30,10
C05,17/10/2021 0:30,10
C05,17/10/2021 4:30,9
C05,17/10/2021 8:30,8
C05,17/10/2021 12:30,11
C05,17/10/2021 16:30,16.5
C05,17/10/2021 20:30,11
C05,18/10/2021 0:30,9.5
C05,18/10/2021 4:30,9.5
C05,18/10/2021 8:30,10
C05,18/10/2021 12:30,13.5
C05,18/10/2021 16:30,16
C05,18/10/2021 20:30,12.5
C05,19/10/2021 0:30,11
C05,19/10/2021 4:30,10
C05,19/10/2021 8:30,10
C05,19/10/2021 12:30,12.5
C05,19/10/2021 16:30,15.5
C05,19/10/2021 20:30,12
C05,20/10/2021 0:30,11
C05,20/10/2021 4:30,10
C05,20/10/2021 8:30,9
C05,20/10/2021 12:30,10
C05,20/10/2021 16:30,12.5
C05,20/10/2021 20:30,8.5
C05,21/10/2021 0:30,8
C05,21/10/2021 4:30,7
C05,21/10/2021 8:30,6
C05,21/10/2021 12:30,8.5
C05,21/10/2021 16:30,15.5
C05,21/10/2021 20:30,10
C05,22/10/2021 0:30,7
C05,22/10/2021 4:30,6.5
C05,22/10/2021 8:30,6.5
C05,22/10/2021 12:30,10
C05,22/10/2021 16:30,14.5
C05,22/10/2021 20:30,9.5
C05,23/10/2021 0:30,7
C05,23/10/2021 4:30,5
C05,23/10/2021 8:30,4.5
C05,23/10/2021 12:30,8.5
C05,23/10/2021 16:30,16.5
C05,23/10/2021 20:30,9.5
C05,24/10/2021 0:30,7
C05,24/10/2021 4:30,6
C05,24/10/2021 8:30,5.5
C05,24/10/2021 12:30,9
C05,24/10/2021 16:30,16
C05,24/10/2021 20:30,11
C05,25/10/2021 0:30,8
C05,25/10/2021 4:30,6
C05,25/10/2021 8:30,5.5
C05,25/10/2021 12:30,8.5
C05,25/10/2021 16:30,12.5
C05,25/10/2021 20:30,9
C05,26/10/2021 0:30,6.5
C05,26/10/2021 4:30,5.5
C05,26/10/2021 8:30,4.5
C05,26/10/2021 12:30,8
C05,26/10/2021 16:30,15.5
C05,26/10/2021 20:30,9.5
C05,27/10/2021 0:30,6.5
C05,27/10/2021 4:30,5.5
C05,27/10/2021 8:30,5
C05,27/10/2021 12:30,8.5
C05,27/10/2021 16:30,16.5
C05,27/10/2021 20:30,10
C05,28/10/2021 0:30,7.5
C05,28/10/2021 4:30,6.5
C05,28/10/2021 8:30,5.5
C05,28/10/2021 12:30,8
C05,28/10/2021 16:30,11.5
C05,28/10/2021 20:30,8.5
C05,29/10/2021 0:30,6.5
C05,29/10/2021 4:30,6
C05,29/10/2021 8:30,5.5
C05,29/10/2021 12:30,7
C05,29/10/2021 16:30,7.5
C05,29/10/2021 20:30,5.5
C05,30/10/2021 0:30,4.5
C05,30/10/2021 4:30,6.5
C05,30/10/2021 8:30,6
C05,30/10/2021 12:30,7
C05,30/10/2021 16:30,8.5
C05,30/10/2021 20:30,7
C05,31/10/2021 0:30,6.5
C05,31/10/2021 3:30,6.5
C05,31/10/2021 7:30,6.5
C05,31/10/2021 11:30,8
C05,31/10/2021 15:30,8
C05,31/10/2021 19:30,6.5
C05,31/10/2021 23:30,5.5
C05,01/11/2021 3:30,5
C05,01/11/2021 7:30,3.5
C05,01/11/2021 11:30,4.5
C05,01/11/2021 15:30,8.5
C05,01/11/2021 19:30,4.5
C05,01/11/2021 23:30,3.5
C05,02/11/2021 3:30,3.5
C05,02/11/2021 7:30,3
C05,02/11/2021 11:30,3.5
C05,02/11/2021 15:30,4.5
C05,02/11/2021 19:30,3
C05,02/11/2021 23:30,3
C05,03/11/2021 3:30,3
C05,03/11/2021 7:30,3
C05,03/11/2021 11:30,3
C05,03/11/2021 15:30,2.5
C05,03/11/2021 19:30,3
C05,03/11/2021 23:30,3
C05,04/11/2021 3:30,3
C05,04/11/2021 7:30,3
C05,04/11/2021 11:30,3
C05,04/11/2021 15:30,3
C05,04/11/2021 19:30,3
C05,04/11/2021 23:30,3
C05,05/11/2021 3:30,3
C05,05/11/2021 7:30,3
C05,05/11/2021 11:30,3
C05,05/11/2021 15:30,3
C05,05/11/2021 19:30,3
C05,05/11/2021 23:30,3
C05,06/11/2021 3:30,3
C05,06/11/2021 7:30,3
C05,06/11/2021 11:30,3
C05,06/11/2021 15:30,3
C05,06/11/2021 19:30,3
C05,06/11/2021 23:30,3
C05,07/11/2021 3:30,3
C05,07/11/2021 7:30,3
C05,07/11/2021 11:30,3
C05,07/11/2021 15:30,2.5
C05,07/11/2021 19:30,2.5
C05,07/11/2021 23:30,2.5
C05,08/11/2021 3:30,2.5
C05,08/11/2021 7:30,2
C05,08/11/2021 11:30,2
C05,08/11/2021 15:30,2
C05,08/11/2021 19:30,3
C05,08/11/2021 23:30,2.5
C05,09/11/2021 3:30,2.5
C05,09/11/2021 7:30,2.5
C05,09/11/2021 11:30,4.5
C05,09/11/2021 15:30,10
C05,09/11/2021 19:30,5
C05,09/11/2021 23:30,4
C05,10/11/2021 3:30,3.5
C05,10/11/2021 7:30,3
C05,10/11/2021 11:30,4.5
C05,10/11/2021 15:30,10.5
C05,10/11/2021 19:30,5
C05,10/11/2021 23:30,4
C05,11/11/2021 3:30,3
C05,11/11/2021 7:30,2.5
C05,11/11/2021 11:30,4
C05,11/11/2021 15:30,11
C05,11/11/2021 19:30,6.5
C05,11/11/2021 23:30,5
C05,12/11/2021 3:30,4
C05,12/11/2021 7:30,3.5
C05,12/11/2021 11:30,5.5
C05,12/11/2021 15:30,11.5
C05,12/11/2021 19:30,6.5
C05,12/11/2021 23:30,4.5
C05,13/11/2021 3:30,4
C05,13/11/2021 7:30,3.5
C05,13/11/2021 11:30,6
C05,13/11/2021 15:30,10.5
C05,13/11/2021 19:30,5.5
C05,13/11/2021 23:30,5
C05,14/11/2021 3:30,3.5
C05,14/11/2021 7:30,3
C05,14/11/2021 11:30,4.5
C05,14/11/2021 15:30,11
C05,14/11/2021 19:30,6
C05,14/11/2021 23:30,4.5
C05,15/11/2021 3:30,4.5
C05,15/11/2021 7:30,4
C05,15/11/2021 11:30,6
C05,15/11/2021 15:30,9
C05,15/11/2021 19:30,6
C05,15/11/2021 23:30,5
C05,16/11/2021 3:30,3
C05,16/11/2021 7:30,2.5
C05,16/11/2021 11:30,4.5
C05,16/11/2021 15:30,10
C05,16/11/2021 19:30,5
C05,16/11/2021 23:30,3.5
C05,17/11/2021 3:30,3
C05,17/11/2021 7:30,2.5
C05,17/11/2021 11:30,3.5
C05,17/11/2021 15:30,8.5
C05,17/11/2021 19:30,4
C05,17/11/2021 23:30,3
C05,18/11/2021 3:30,2.5
C05,18/11/2021 7:30,2
C05,18/11/2021 11:30,3.5
C05,18/11/2021 15:30,9
C05,18/11/2021 19:30,4.5
C05,18/11/2021 23:30,3
C05,19/11/2021 3:30,2.5
C05,19/11/2021 7:30,2
C05,19/11/2021 11:30,3.5
C05,19/11/2021 15:30,9
C05,19/11/2021 19:30,4.5
C05,19/11/2021 23:30,3.5
C05,20/11/2021 3:30,3
C05,20/11/2021 7:30,3
C05,20/11/2021 11:30,4.5
C05,20/11/2021 15:30,10.5
C05,20/11/2021 19:30,5.5
C05,20/11/2021 23:30,4
C05,21/11/2021 3:30,3
C05,21/11/2021 7:30,2.5
C05,21/11/2021 11:30,3.5
C05,21/11/2021 15:30,7.5
C05,21/11/2021 19:30,5.5
C05,21/11/2021 23:30,4.5
C05,22/11/2021 3:30,3.5
C05,22/11/2021 7:30,3.5
C05,22/11/2021 11:30,3.5
C05,22/11/2021 15:30,3.5
C05,22/11/2021 19:30,3.5
C05,22/11/2021 23:30,3.5
C05,23/11/2021 3:30,3
C05,23/11/2021 7:30,3
C05,23/11/2021 11:30,3
C05,23/11/2021 15:30,3
C05,23/11/2021 19:30,3
C05,23/11/2021 23:30,3
C05,24/11/2021 3:30,3
C05,24/11/2021 7:30,3
C05,24/11/2021 11:30,3
C05,24/11/2021 15:30,2.5
C05,24/11/2021 19:30,2.5
C05,24/11/2021 23:30,2.5
C05,25/11/2021 3:30,2.5
C05,25/11/2021 7:30,2.5
C05,25/11/2021 11:30,2.5
C05,25/11/2021 15:30,2.5
C05,25/11/2021 19:30,2.5
C05,25/11/2021 23:30,2.5
C05,26/11/2021 3:30,2.5
C05,26/11/2021 7:30,2.5
C05,26/11/2021 11:30,2.5
C05,26/11/2021 15:30,2.5
C05,26/11/2021 19:30,2.5
C05,26/11/2021 23:30,2.5
C05,27/11/2021 3:30,2
C05,27/11/2021 7:30,2.5
C05,27/11/2021 11:30,2.5
C05,27/11/2021 15:30,2.5
C05,27/11/2021 19:30,2
C05,27/11/2021 23:30,2
C05,28/11/2021 3:30,2
C05,28/11/2021 7:30,2
C05,28/11/2021 11:30,2
C05,28/11/2021 15:30,2
C05,28/11/2021 19:30,2
C05,28/11/2021 23:30,2
C05,29/11/2021 3:30,2
C05,29/11/2021 7:30,2
C05,29/11/2021 11:30,2
C05,29/11/2021 15:30,2
C05,29/11/2021 19:30,2
C05,29/11/2021 23:30,2
C05,30/11/2021 3:30,2
C05,30/11/2021 7:30,2
C05,30/11/2021 11:30,2
C05,30/11/2021 15:30,2
C05,30/11/2021 19:30,2
C05,30/11/2021 23:30,2
C05,01/12/2021 3:30,2
C05,01/12/2021 7:30,2
C05,01/12/2021 11:30,2
C05,01/12/2021 15:30,2
C05,01/12/2021 19:30,2
C05,01/12/2021 23:30,2
C05,02/12/2021 3:30,2
C05,02/12/2021 7:30,2
C05,02/12/2021 11:30,2
C05,02/12/2021 15:30,2
C05,02/12/2021 19:30,2
C05,02/12/2021 23:30,2
C05,03/12/2021 3:30,2
C05,03/12/2021 7:30,2
C05,03/12/2021 11:30,2
C05,03/12/2021 15:30,1.5
C05,03/12/2021 19:30,1.5
C05,03/12/2021 23:30,1.5
C05,04/12/2021 3:30,1.5
C05,04/12/2021 7:30,1.5
C05,04/12/2021 11:30,1.5
C05,04/12/2021 15:30,1.5
C05,04/12/2021 19:30,1.5
C05,04/12/2021 23:30,1.5
C05,05/12/2021 3:30,1.5
C05,05/12/2021 7:30,1.5
C05,05/12/2021 11:30,1.5
C05,05/12/2021 15:30,1.5
C05,05/12/2021 19:30,1.5
C05,05/12/2021 23:30,1.5
C05,06/12/2021 3:30,1.5
C05,06/12/2021 7:30,1.5
C05,06/12/2021 11:30,1.5
C05,06/12/2021 15:30,1.5
C05,06/12/2021 19:30,1.5
C05,06/12/2021 23:30,1.5
C05,07/12/2021 3:30,1.5
C05,07/12/2021 7:30,1.5
C05,07/12/2021 11:30,1.5
C05,07/12/2021 15:30,1.5
C05,07/12/2021 19:30,1.5
C05,07/12/2021 23:30,1.5
C05,08/12/2021 3:30,1.5
C05,08/12/2021 7:30,1.5
C05,08/12/2021 11:30,1.5
C05,08/12/2021 15:30,1.5
C05,08/12/2021 19:30,1.5
C05,08/12/2021 23:30,1.5
C05,09/12/2021 3:30,1.5
C05,09/12/2021 7:30,1.5
C05,09/12/2021 11:30,1.5
C05,09/12/2021 15:30,1.5
