species,code,treatment,temp,petri,sow_date,initial_pre,cold_strat,D7,D14,D21,D28,D35,D42,empty,fungus
Gentiana verna,130921-06,A_alternate_light,15_5,1,11/04/2023,25,0,0,0,0,0,0,0,1,0
Gentiana verna,130921-06,A_alternate_light,15_5,2,11/04/2023,25,0,0,0,0,0,0,0,1,0
Gentiana verna,130921-06,A_alternate_light,15_5,3,11/04/2023,25,0,0,0,0,0,0,0,1,2
Gentiana verna,130921-06,A_alternate_light,15_5,4,11/04/2023,25,0,0,0,0,0,0,0,0,2
Gentiana verna,130921-06,B_alternate_dark,15_5,1,11/04/2023,25,,,,,,,0,2,1
Gentiana verna,130921-06,B_alternate_dark,15_5,2,11/04/2023,25,,,,,,,0,2,0
Gentiana verna,130921-06,B_alternate_dark,15_5,3,11/04/2023,25,,,,,,,0,2,0
Gentiana verna,130921-06,B_alternate_dark,15_5,4,11/04/2023,25,,,,,,,0,3,0
Gentiana verna,130921-06,C_alternate_WP,15_5,1,11/04/2023,25,0,0,0,0,0,0,0,2,0
Gentiana verna,130921-06,C_alternate_WP,15_5,2,11/04/2023,25,0,0,0,0,0,0,0,1,0
Gentiana verna,130921-06,C_alternate_WP,15_5,3,11/04/2023,25,0,0,0,0,0,0,0,0,3
Gentiana verna,130921-06,C_alternate_WP,15_5,4,11/04/2023,25,0,0,0,0,0,0,0,3,2
Gentiana verna,130921-06,D_constant_light,10,1,11/04/2023,25,0,0,0,0,0,0,0,2,0
Gentiana verna,130921-06,D_constant_light,10,2,11/04/2023,25,0,0,0,0,0,0,0,2,2
Gentiana verna,130921-06,D_constant_light,10,3,11/04/2023,25,0,0,0,0,0,0,0,1,7
Gentiana verna,130921-06,D_constant_light,10,4,11/04/2023,25,0,0,0,0,0,0,0,1,0
Gentianella campestris,300921-03,A_alternate_light,15_5,1,13/04/2023,25,0,0,0,0,0,0,0,0,0
Gentianella campestris,300921-03,A_alternate_light,15_5,2,13/04/2023,25,0,0,0,0,0,0,0,0,0
Gentianella campestris,300921-03,A_alternate_light,15_5,3,13/04/2023,25,0,0,0,0,0,0,0,0,0
Gentianella campestris,300921-03,A_alternate_light,15_5,4,13/04/2023,24,0,0,0,0,0,0,0,0,0
Gentianella campestris,300921-03,B_alternate_dark,15_5,1,13/04/2023,25,,,,,,,0,0,0
Gentianella campestris,300921-03,B_alternate_dark,15_5,2,13/04/2023,25,,,,,,,0,0,0
Gentianella campestris,300921-03,B_alternate_dark,15_5,3,13/04/2023,25,,,,,,,0,0,0
Gentianella campestris,300921-03,B_alternate_dark,15_5,4,13/04/2023,25,,,,,,,0,0,0
Gentianella campestris,300921-03,C_alternate_WP,15_5,1,13/04/2023,25,0,0,0,0,0,0,0,0,0
Gentianella campestris,300921-03,C_alternate_WP,15_5,2,13/04/2023,25,0,0,0,0,0,0,0,0,0
Gentianella campestris,300921-03,C_alternate_WP,15_5,3,13/04/2023,25,0,0,0,0,0,0,0,0,0
Gentianella campestris,300921-03,C_alternate_WP,15_5,4,13/04/2023,25,0,0,0,0,0,0,0,0,0
Gentianella campestris,300921-03,D_constant_light,10,1,13/04/2023,24,0,0,0,0,0,0,0,0,0
Gentianella campestris,300921-03,D_constant_light,10,2,13/04/2023,25,0,0,0,0,0,0,0,0,0
Gentianella campestris,300921-03,D_constant_light,10,3,13/04/2023,25,0,0,0,0,0,0,0,0,0
Gentianella campestris,300921-03,D_constant_light,10,4,13/04/2023,25,0,0,0,0,0,0,0,0,0
Gypsophila repens,190822-10,A_alternate_light,22_12,1,11/04/2023,25,0,25,,,,,,0,0
Gypsophila repens,190822-10,A_alternate_light,22_12,2,11/04/2023,25,0,23,2,,,,,0,0
Gypsophila repens,190822-10,A_alternate_light,22_12,3,11/04/2023,25,0,24,1,,,,,0,0
Gypsophila repens,190822-10,A_alternate_light,22_12,4,11/04/2023,25,0,25,,,,,,0,0
Gypsophila repens,190822-10,B_alternate_dark,22_12,1,11/04/2023,25,,,,,,,25,0,0
Gypsophila repens,190822-10,B_alternate_dark,22_12,2,11/04/2023,25,,,,,,,25,0,0
Gypsophila repens,190822-10,B_alternate_dark,22_12,3,11/04/2023,25,,,,,,,25,0,0
Gypsophila repens,190822-10,B_alternate_dark,22_12,4,11/04/2023,25,,,,,,,25,0,0
Gypsophila repens,190822-10,C_alternate_WP,22_12,1,11/04/2023,25,0,0,2,0,0,0,0,0,0
Gypsophila repens,190822-10,C_alternate_WP,22_12,2,11/04/2023,25,0,0,1,1,0,0,0,0,0
Gypsophila repens,190822-10,C_alternate_WP,22_12,3,11/04/2023,25,0,0,1,3,0,0,0,0,0
Gypsophila repens,190822-10,C_alternate_WP,22_12,4,11/04/2023,25,0,0,1,1,0,0,0,0,0
Gypsophila repens,190822-10,D_constant_light,17,1,11/04/2023,25,0,24,1,,,,,0,0
Gypsophila repens,190822-10,D_constant_light,17,2,11/04/2023,25,1,22,0,0,0,1,0,0,0
Gypsophila repens,190822-10,D_constant_light,17,3,11/04/2023,25,0,24,0,0,0,0,0,0,0
Gypsophila repens,190822-10,D_constant_light,17,4,11/04/2023,25,0,23,2,,,,,0,0
Helianthemum canum,310821-05,A_alternate_light,15_5,1,12/04/2023,25,15,6,0,0,0,0,0,0,0
Helianthemum canum,310821-05,A_alternate_light,15_5,2,12/04/2023,25,16,2,0,0,0,0,0,2,1
Helianthemum canum,310821-05,A_alternate_light,15_5,3,12/04/2023,25,18,0,0,0,0,1,0,0,0
Helianthemum canum,310821-05,A_alternate_light,15_5,4,12/04/2023,25,15,3,0,0,0,0,0,0,0
Helianthemum canum,310821-05,B_alternate_dark,15_5,1,12/04/2023,25,,,,,,,20,1,0
Helianthemum canum,310821-05,B_alternate_dark,15_5,2,12/04/2023,25,,,,,,,21,1,0
Helianthemum canum,310821-05,B_alternate_dark,15_5,3,12/04/2023,25,,,,,,,19,2,0
Helianthemum canum,310821-05,B_alternate_dark,15_5,4,12/04/2023,25,,,,,,,21,0,0
Helianthemum canum,310821-05,C_alternate_WP,15_5,1,12/04/2023,25,14,1,0,0,0,0,0,2,2
Helianthemum canum,310821-05,C_alternate_WP,15_5,2,12/04/2023,25,9,3,0,0,0,0,0,1,0
Helianthemum canum,310821-05,C_alternate_WP,15_5,3,12/04/2023,25,8,6,1,0,0,0,0,1,4
Helianthemum canum,310821-05,C_alternate_WP,15_5,4,12/04/2023,25,14,1,1,0,0,0,0,2,1
Helianthemum canum,310821-05,D_constant_light,10,1,12/04/2023,25,13,8,0,0,0,0,0,1,1
Helianthemum canum,310821-05,D_constant_light,10,2,12/04/2023,25,17,5,0,0,0,0,0,0,0
Helianthemum canum,310821-05,D_constant_light,10,3,12/04/2023,25,16,7,0,0,0,0,0,1,0
Helianthemum canum,310821-05,D_constant_light,10,4,12/04/2023,25,15,6,0,0,0,0,0,0,0
Helianthemum urrielense,140921-04,A_alternate_light,22_12,1,12/04/2023,25,0,0,0,0,0,0,0,10,3
Helianthemum urrielense,140921-04,A_alternate_light,22_12,2,12/04/2023,25,2,0,0,0,0,0,0,5,11
Helianthemum urrielense,140921-04,A_alternate_light,22_12,3,12/04/2023,25,1,0,0,0,0,0,0,6,2
Helianthemum urrielense,140921-04,A_alternate_light,22_12,4,12/04/2023,25,2,1,0,0,0,0,0,10,0
Helianthemum urrielense,140921-04,B_alternate_dark,22_12,1,12/04/2023,25,,,,,,,0,4,4
Helianthemum urrielense,140921-04,B_alternate_dark,22_12,2,12/04/2023,25,,,,,,,3,1,0
Helianthemum urrielense,140921-04,B_alternate_dark,22_12,3,12/04/2023,25,,,,,,,3,3,2
Helianthemum urrielense,140921-04,B_alternate_dark,22_12,4,12/04/2023,25,,,,,,,1,4,1
Helianthemum urrielense,140921-04,C_alternate_WP,22_12,1,12/04/2023,24,1,0,0,0,0,0,0,4,3
Helianthemum urrielense,140921-04,C_alternate_WP,22_12,2,12/04/2023,25,0,0,0,0,0,0,0,10,6
Helianthemum urrielense,140921-04,C_alternate_WP,22_12,3,12/04/2023,25,1,0,0,0,0,0,0,8,0
Helianthemum urrielense,140921-04,C_alternate_WP,22_12,4,12/04/2023,24,1,0,0,0,0,0,0,7,0
Helianthemum urrielense,140921-04,D_constant_light,17,1,12/04/2023,25,0,0,0,0,0,0,0,5,5
Helianthemum urrielense,140921-04,D_constant_light,17,2,12/04/2023,25,0,0,0,0,0,0,0,10,2
Helianthemum urrielense,140921-04,D_constant_light,17,3,12/04/2023,25,1,0,0,0,0,0,0,4,4
Helianthemum urrielense,140921-04,D_constant_light,17,4,12/04/2023,25,0,0,0,0,0,0,0,5,8
Helictochloa marginata,040822-10,A_alternate_light,22_12,1,13/04/2023,20,6,0,0,1,1,0,0,9,1
Helictochloa marginata,040822-10,A_alternate_light,22_12,2,13/04/2023,20,2,0,0,0,0,0,0,3,1
Helictochloa marginata,040822-10,A_alternate_light,22_12,3,13/04/2023,20,6,0,0,1,0,0,0,6,0
Helictochloa marginata,040822-10,A_alternate_light,22_12,4,13/04/2023,20,7,0,0,0,0,0,0,13,0
Helictochloa marginata,040822-10,B_alternate_dark,22_12,1,13/04/2023,20,,,,,,,6,6,0
Helictochloa marginata,040822-10,B_alternate_dark,22_12,2,13/04/2023,20,,,,,,,7,10,0
Helictochloa marginata,040822-10,B_alternate_dark,22_12,3,13/04/2023,20,,,,,,,8,5,1
Helictochloa marginata,040822-10,B_alternate_dark,22_12,4,13/04/2023,20,,,,,,,8,5,2
Helictochloa marginata,040822-10,C_alternate_WP,22_12,1,13/04/2023,20,7,0,0,0,0,0,0,9,0
Helictochloa marginata,040822-10,C_alternate_WP,22_12,2,13/04/2023,20,7,0,0,0,0,0,0,9,4
Helictochloa marginata,040822-10,C_alternate_WP,22_12,3,13/04/2023,20,8,0,0,0,0,0,0,10,2
Helictochloa marginata,040822-10,C_alternate_WP,22_12,4,13/04/2023,20,3,0,0,0,0,0,0,8,5
Helictochloa marginata,040822-10,D_constant_light,17,1,13/04/2023,20,12,0,0,0,0,0,0,4,2
Helictochloa marginata,040822-10,D_constant_light,17,2,13/04/2023,18,7,0,0,0,0,0,0,5,3
Helictochloa marginata,040822-10,D_constant_light,17,3,13/04/2023,20,8,0,0,0,0,0,0,6,1
Helictochloa marginata,040822-10,D_constant_light,17,4,13/04/2023,20,3,0,0,0,0,0,0,9,2
Jasione cavanillesii,230822-02,A_alternate_light,22_12,1,12/04/2023,25,0,0,0,0,0,0,0,0,0
Jasione cavanillesii,230822-02,A_alternate_light,22_12,2,12/04/2023,25,0,0,0,0,0,0,0,0,0
Jasione cavanillesii,230822-02,A_alternate_light,22_12,3,12/04/2023,25,0,0,0,0,0,0,0,0,0
Jasione cavanillesii,230822-02,A_alternate_light,22_12,4,12/04/2023,25,0,0,0,0,0,0,0,0,0
Jasione cavanillesii,230822-02,B_alternate_dark,22_12,1,12/04/2023,25,,,,,,,0,0,0
Jasione cavanillesii,230822-02,B_alternate_dark,22_12,2,12/04/2023,25,,,,,,,0,0,1
Jasione cavanillesii,230822-02,B_alternate_dark,22_12,3,12/04/2023,25,,,,,,,2,0,0
Jasione cavanillesii,230822-02,B_alternate_dark,22_12,4,12/04/2023,25,,,,,,,0,0,1
Jasione cavanillesii,230822-02,C_alternate_WP,22_12,1,12/04/2023,25,0,0,0,0,0,0,0,0,0
Jasione cavanillesii,230822-02,C_alternate_WP,22_12,2,12/04/2023,25,0,0,0,0,0,0,0,0,0
Jasione cavanillesii,230822-02,C_alternate_WP,22_12,3,12/04/2023,25,0,0,0,0,0,0,0,0,1
Jasione cavanillesii,230822-02,C_alternate_WP,22_12,4,12/04/2023,25,0,0,0,0,0,0,0,0,0
Jasione cavanillesii,230822-02,D_constant_light,17,1,12/04/2023,25,0,0,0,0,0,0,0,0,0
Jasione cavanillesii,230822-02,D_constant_light,17,2,12/04/2023,25,0,0,0,0,0,0,0,0,0
Jasione cavanillesii,230822-02,D_constant_light,17,3,12/04/2023,25,0,0,1,0,0,0,0,0,2
Jasione cavanillesii,230822-02,D_constant_light,17,4,12/04/2023,25,0,0,0,0,0,0,0,0,0
Jasione laevis,040822-08,A_alternate_light,15_5,1,13/04/2023,25,0,6,2,1,0,0,0,4,2
Jasione laevis,040822-08,A_alternate_light,15_5,2,13/04/2023,25,0,4,4,1,0,0,0,4,3
Jasione laevis,040822-08,A_alternate_light,15_5,3,13/04/2023,25,0,1,5,0,0,0,0,7,0
Jasione laevis,040822-08,A_alternate_light,15_5,4,13/04/2023,25,0,1,4,0,0,0,0,6,2
Jasione laevis,040822-08,B_alternate_dark,15_5,1,13/04/2023,25,,,,,,,4,7,0
Jasione laevis,040822-08,B_alternate_dark,15_5,2,13/04/2023,25,,,,,,,3,9,0
Jasione laevis,040822-08,B_alternate_dark,15_5,3,13/04/2023,25,,,,,,,6,3,3
Jasione laevis,040822-08,B_alternate_dark,15_5,4,13/04/2023,25,,,,,,,8,2,0
Jasione laevis,040822-08,C_alternate_WP,15_5,1,13/04/2023,25,0,0,0,2,0,0,0,12,0
Jasione laevis,040822-08,C_alternate_WP,15_5,2,13/04/2023,25,0,1,0,0,1,0,0,9,1
Jasione laevis,040822-08,C_alternate_WP,15_5,3,13/04/2023,25,0,0,1,0,1,0,1,10,1
Jasione laevis,040822-08,C_alternate_WP,15_5,4,13/04/2023,25,0,1,2,0,0,0,0,10,0
Jasione laevis,040822-08,D_constant_light,10,1,13/04/2023,25,0,0,5,2,0,0,0,10,0
Jasione laevis,040822-08,D_constant_light,10,2,13/04/2023,25,0,1,1,1,0,0,0,7,0
Jasione laevis,040822-08,D_constant_light,10,3,13/04/2023,25,0,3,2,0,0,0,0,10,2
Jasione laevis,040822-08,D_constant_light,10,4,13/04/2023,25,0,0,2,3,0,0,0,6,3
Jurinea humilis,110822-01,A_alternate_light,15_5,1,10/04/2023,25,17,0,1,0,0,0,0,2,1
Jurinea humilis,110822-01,A_alternate_light,15_5,2,10/04/2023,25,13,2,0,0,0,0,0,5,3
Jurinea humilis,110822-01,B_alternate_dark,15_5,1,10/04/2023,25,,,,,,,24,0,0
Jurinea humilis,110822-01,B_alternate_dark,15_5,2,10/04/2023,25,,,,,,,20,2,3
Jurinea humilis,110822-01,C_alternate_WP,15_5,1,10/04/2023,25,20,1,1,0,0,0,0,0,0
Jurinea humilis,110822-01,C_alternate_WP,15_5,2,10/04/2023,25,18,0,0,0,0,0,0,2,2
Jurinea humilis,110822-01,D_constant_light,10,1,10/04/2023,25,16,5,0,0,0,0,0,2,2
Jurinea humilis,110822-01,D_constant_light,10,2,10/04/2023,25,18,2,0,0,0,0,0,0,5
Kobresia myosuroides,130921-03,A_alternate_light,22_12,1,11/04/2023,25,0,0,0,0,0,0,0,1,0
Kobresia myosuroides,130921-03,A_alternate_light,22_12,2,11/04/2023,25,0,0,0,0,0,0,0,0,0
Kobresia myosuroides,130921-03,A_alternate_light,22_12,3,11/04/2023,25,0,0,0,0,0,0,0,1,0
Kobresia myosuroides,130921-03,A_alternate_light,22_12,4,11/04/2023,25,0,0,0,0,0,0,0,0,0
Kobresia myosuroides,130921-03,B_alternate_dark,22_12,1,11/04/2023,25,,,,,,,0,0,0
Kobresia myosuroides,130921-03,B_alternate_dark,22_12,2,11/04/2023,25,,,,,,,0,0,0
Kobresia myosuroides,130921-03,B_alternate_dark,22_12,3,11/04/2023,25,,,,,,,0,1,0
Kobresia myosuroides,130921-03,B_alternate_dark,22_12,4,11/04/2023,25,,,,,,,0,0,0
Kobresia myosuroides,130921-03,C_alternate_WP,22_12,1,11/04/2023,25,0,0,0,0,0,0,0,1,0
Kobresia myosuroides,130921-03,C_alternate_WP,22_12,2,11/04/2023,25,0,0,0,0,0,0,0,0,0
Kobresia myosuroides,130921-03,C_alternate_WP,22_12,3,11/04/2023,25,0,0,0,0,0,0,0,0,0
Kobresia myosuroides,130921-03,C_alternate_WP,22_12,4,11/04/2023,25,0,0,0,0,0,0,0,2,0
Kobresia myosuroides,130921-03,D_constant_light,17,1,11/04/2023,25,0,0,0,0,0,0,0,0,0
Kobresia myosuroides,130921-03,D_constant_light,17,2,11/04/2023,25,0,0,0,0,0,0,0,2,0
Kobresia myosuroides,130921-03,D_constant_light,17,3,11/04/2023,25,0,0,0,0,0,0,0,0,0
Kobresia myosuroides,130921-03,D_constant_light,17,4,11/04/2023,25,0,0,0,0,0,0,0,1,0
Koeleria vallesiana,300821-02,A_alternate_light,22_12,1,11/04/2023,23,10,6,2,1,2,0,0,1,0
Koeleria vallesiana,300821-02,A_alternate_light,22_12,2,11/04/2023,25,16,2,4,0,0,1,0,0,0
Koeleria vallesiana,300821-02,A_alternate_light,22_12,3,11/04/2023,25,18,4,0,0,0,1,0,0,0
Koeleria vallesiana,300821-02,A_alternate_light,22_12,4,11/04/2023,25,16,3,1,0,0,2,1,0,0
Koeleria vallesiana,300821-02,B_alternate_dark,22_12,1,11/04/2023,25,,,,,,,24,0,0
Koeleria vallesiana,300821-02,B_alternate_dark,22_12,2,11/04/2023,25,,,,,,,23,1,0
Koeleria vallesiana,300821-02,B_alternate_dark,22_12,3,11/04/2023,25,,,,,,,21,3,0
Koeleria vallesiana,300821-02,B_alternate_dark,22_12,4,11/04/2023,25,,,,,,,23,0,0
Koeleria vallesiana,300821-02,C_alternate_WP,22_12,1,11/04/2023,21,13,1,0,0,0,0,0,0,2
Koeleria vallesiana,300821-02,C_alternate_WP,22_12,2,11/04/2023,25,10,0,0,0,0,0,0,3,0
Koeleria vallesiana,300821-02,C_alternate_WP,22_12,3,11/04/2023,25,12,0,2,0,0,0,0,3,0
Koeleria vallesiana,300821-02,C_alternate_WP,22_12,4,11/04/2023,23,9,0,0,1,0,0,0,4,0
Koeleria vallesiana,300821-02,D_constant_light,17,1,11/04/2023,25,13,7,2,0,0,0,0,1,1
Koeleria vallesiana,300821-02,D_constant_light,17,2,11/04/2023,24,17,2,2,0,0,0,0,1,1
Koeleria vallesiana,300821-02,D_constant_light,17,3,11/04/2023,25,10,9,2,0,0,0,0,1,0
Koeleria vallesiana,300821-02,D_constant_light,17,4,11/04/2023,24,14,8,2,,,,,0,0
Linaria alpina,190822-01,A_alternate_light,22_12,1,21/04/2023,25,0,0,1,1,1,0,0,1,2
Linaria alpina,190822-01,A_alternate_light,22_12,2,21/04/2023,25,0,0,1,1,0,1,0,3,1
Linaria alpina,190822-01,A_alternate_light,22_12,3,21/04/2023,25,0,0,0,1,0,0,0,2,1
Linaria alpina,190822-01,B_alternate_dark,22_12,1,21/04/2023,25,,,,,,,0,0,1
Linaria alpina,190822-01,B_alternate_dark,22_12,2,21/04/2023,25,,,,,,,0,0,0
Linaria alpina,190822-01,B_alternate_dark,22_12,3,21/04/2023,25,,,,,,,0,0,4
Linaria alpina,190822-01,C_alternate_WP,22_12,1,21/04/2023,25,0,0,0,0,0,0,0,1,0
Linaria alpina,190822-01,C_alternate_WP,22_12,2,21/04/2023,25,0,0,0,0,0,0,0,0,0
Linaria alpina,190822-01,C_alternate_WP,22_12,3,21/04/2023,25,0,0,0,0,0,0,0,0,2
Linaria alpina,190822-01,D_constant_light,17,1,21/04/2023,25,0,0,0,0,0,0,0,2,1
Linaria alpina,190822-01,D_constant_light,17,2,21/04/2023,25,0,0,0,0,0,0,0,2,3
Linaria alpina,190822-01,D_constant_light,17,3,21/04/2023,25,0,0,0,0,0,0,0,3,1
Luzula caespitosa,040822-04,A_alternate_light,15_5,1,11/04/2023,25,23,0,0,0,0,0,0,0,0
Luzula caespitosa,040822-04,A_alternate_light,15_5,2,11/04/2023,25,24,1,,,,,,0,0
Luzula caespitosa,040822-04,A_alternate_light,15_5,3,11/04/2023,25,23,0,0,0,0,0,0,0,0
Luzula caespitosa,040822-04,A_alternate_light,15_5,4,11/04/2023,25,25,,,,,,,0,0
Luzula caespitosa,040822-04,B_alternate_dark,15_5,1,11/04/2023,25,,,,,,,21,0,2
Luzula caespitosa,040822-04,B_alternate_dark,15_5,2,11/04/2023,25,,,,,,,24,0,0
Luzula caespitosa,040822-04,B_alternate_dark,15_5,3,11/04/2023,25,,,,,,,23,0,0
Luzula caespitosa,040822-04,B_alternate_dark,15_5,4,11/04/2023,25,,,,,,,23,0,0
Luzula caespitosa,040822-04,C_alternate_WP,15_5,1,11/04/2023,25,23,0,0,0,0,0,0,0,0
Luzula caespitosa,040822-04,C_alternate_WP,15_5,2,11/04/2023,25,24,0,0,0,0,0,0,0,1
Luzula caespitosa,040822-04,C_alternate_WP,15_5,3,11/04/2023,25,22,0,0,0,0,0,0,0,2
Luzula caespitosa,040822-04,C_alternate_WP,15_5,4,11/04/2023,25,25,,,,,,,0,0
Luzula caespitosa,040822-04,D_constant_light,10,1,11/04/2023,25,23,0,0,0,0,0,0,0,0
Luzula caespitosa,040822-04,D_constant_light,10,2,11/04/2023,25,21,0,0,0,0,0,0,0,0
Luzula caespitosa,040822-04,D_constant_light,10,3,11/04/2023,25,21,0,0,0,0,0,0,0,1
Luzula caespitosa,040822-04,D_constant_light,10,4,11/04/2023,25,23,0,0,0,0,0,0,0,1
Minuartia sp,310821-10,A_alternate_light,15_5,1,11/04/2023,25,0,0,0,1,0,0,0,0,1
Minuartia sp,310821-10,A_alternate_light,15_5,2,11/04/2023,25,0,0,1,0,1,0,0,2,0
Minuartia sp,310821-10,A_alternate_light,15_5,3,11/04/2023,25,1,0,0,0,1,2,0,0,0
Minuartia sp,310821-10,A_alternate_light,15_5,4,11/04/2023,25,1,0,1,1,1,1,0,0,0
Minuartia sp,310821-10,B_alternate_dark,15_5,1,11/04/2023,25,,,,,,,6,1,1
Minuartia sp,310821-10,B_alternate_dark,15_5,2,11/04/2023,25,,,,,,,2,1,0
Minuartia sp,310821-10,B_alternate_dark,15_5,3,11/04/2023,25,,,,,,,1,0,1
Minuartia sp,310821-10,B_alternate_dark,15_5,4,11/04/2023,25,,,,,,,3,0,0
Minuartia sp,310821-10,C_alternate_WP,15_5,1,11/04/2023,24,0,0,0,0,0,0,0,0,0
Minuartia sp,310821-10,C_alternate_WP,15_5,2,11/04/2023,25,0,0,0,0,0,0,0,2,2
Minuartia sp,310821-10,C_alternate_WP,15_5,3,11/04/2023,25,0,0,0,0,0,0,0,5,0
Minuartia sp,310821-10,C_alternate_WP,15_5,4,11/04/2023,25,0,0,0,0,0,0,0,5,0
Minuartia sp,310821-10,D_constant_light,10,1,11/04/2023,25,1,0,2,0,0,0,0,2,2
Minuartia sp,310821-10,D_constant_light,10,2,11/04/2023,25,2,0,2,1,0,1,0,3,0
Minuartia sp,310821-10,D_constant_light,10,3,11/04/2023,24,0,1,3,0,0,0,0,4,3
Minuartia sp,310821-10,D_constant_light,10,4,11/04/2023,25,1,0,0,1,0,0,0,2,0
Minuartia recurva,110821-07,A_alternate_light,22_12,1,13/04/2023,25,0,14,0,0,0,0,0,3,0
Minuartia recurva,110821-07,A_alternate_light,22_12,2,13/04/2023,25,1,11,0,1,0,0,0,0,0
Minuartia recurva,110821-07,A_alternate_light,22_12,3,13/04/2023,25,0,14,0,0,0,0,0,1,3
Minuartia recurva,110821-07,A_alternate_light,22_12,4,13/04/2023,25,0,9,1,0,0,0,0,4,0
Minuartia recurva,110821-07,B_alternate_dark,22_12,1,13/04/2023,25,,,,,,,19,1,0
Minuartia recurva,110821-07,B_alternate_dark,22_12,2,13/04/2023,25,,,,,,,14,1,0
Minuartia recurva,110821-07,B_alternate_dark,22_12,3,13/04/2023,25,,,,,,,13,0,4
Minuartia recurva,110821-07,B_alternate_dark,22_12,4,13/04/2023,25,,,,,,,16,1,0
Minuartia recurva,110821-07,C_alternate_WP,22_12,1,13/04/2023,25,3,1,2,0,0,1,0,10,1
Minuartia recurva,110821-07,C_alternate_WP,22_12,2,13/04/2023,25,1,2,0,0,0,0,0,6,0
Minuartia recurva,110821-07,C_alternate_WP,22_12,3,13/04/2023,25,0,2,0,0,0,0,0,3,1
Minuartia recurva,110821-07,C_alternate_WP,22_12,4,13/04/2023,25,1,1,0,0,0,0,0,5,1
Minuartia recurva,110821-07,D_constant_light,17,1,13/04/2023,25,0,17,0,0,0,0,0,3,0
Minuartia recurva,110821-07,D_constant_light,17,2,13/04/2023,25,1,13,0,0,0,0,0,2,1
Minuartia recurva,110821-07,D_constant_light,17,3,13/04/2023,25,1,12,0,0,0,0,0,5,0
Minuartia recurva,110821-07,D_constant_light,17,4,13/04/2023,25,0,18,0,0,0,0,0,0,0
Minuartia verna,300821-06,A_alternate_light,15_5,1,11/04/2023,25,0,0,1,0,0,1,0,0,0
Minuartia verna,300821-06,A_alternate_light,15_5,2,11/04/2023,25,0,0,0,1,1,1,0,0,0
Minuartia verna,300821-06,A_alternate_light,15_5,3,11/04/2023,25,0,0,0,2,0,1,2,0,0
Minuartia verna,300821-06,B_alternate_dark,15_5,1,11/04/2023,25,,,,,,,2,0,0
Minuartia verna,300821-06,B_alternate_dark,15_5,2,11/04/2023,25,,,,,,,2,0,0
Minuartia verna,300821-06,B_alternate_dark,15_5,3,11/04/2023,25,,,,,,,3,0,0
Minuartia verna,300821-06,C_alternate_WP,15_5,1,11/04/2023,25,0,0,0,0,0,0,0,0,0
Minuartia verna,300821-06,C_alternate_WP,15_5,2,11/04/2023,25,0,0,0,0,0,0,0,0,0
Minuartia verna,300821-06,C_alternate_WP,15_5,3,11/04/2023,25,0,0,0,0,0,0,0,0,0
Minuartia verna,300821-06,D_constant_light,10,1,11/04/2023,25,0,0,0,1,1,0,0,0,0
Minuartia verna,300821-06,D_constant_light,10,2,11/04/2023,25,0,1,1,1,0,2,1,0,0
Minuartia verna,300821-06,D_constant_light,10,3,11/04/2023,25,0,0,0,2,1,1,0,0,0
Neoschischkinia truncatula,240821-07,A_alternate_light,22_12,1,13/04/2023,25,0,0,0,0,0,0,3,1,0
Neoschischkinia truncatula,240821-07,A_alternate_light,22_12,2,13/04/2023,24,0,0,0,0,0,1,3,0,0
Neoschischkinia truncatula,240821-07,A_alternate_light,22_12,3,13/04/2023,25,2,0,0,0,2,1,1,1,0
Neoschischkinia truncatula,240821-07,A_alternate_light,22_12,4,13/04/2023,25,1,0,0,0,1,0,1,1,1
Neoschischkinia truncatula,240821-07,B_alternate_dark,22_12,1,13/04/2023,25,,,,,,,0,2,3
Neoschischkinia truncatula,240821-07,B_alternate_dark,22_12,2,13/04/2023,25,,,,,,,1,0,3
Neoschischkinia truncatula,240821-07,B_alternate_dark,22_12,3,13/04/2023,25,,,,,,,2,0,0
Neoschischkinia truncatula,240821-07,B_alternate_dark,22_12,4,13/04/2023,25,,,,,,,2,0,0
Neoschischkinia truncatula,240821-07,C_alternate_WP,22_12,1,13/04/2023,25,2,0,0,0,0,0,0,1,1
Neoschischkinia truncatula,240821-07,C_alternate_WP,22_12,2,13/04/2023,25,2,0,0,0,0,0,0,1,2
Neoschischkinia truncatula,240821-07,C_alternate_WP,22_12,3,13/04/2023,25,1,1,0,0,0,0,0,1,1
Neoschischkinia truncatula,240821-07,C_alternate_WP,22_12,4,13/04/2023,25,2,0,0,0,0,0,0,0,4
Neoschischkinia truncatula,240821-07,D_constant_light,17,1,13/04/2023,25,0,0,0,0,0,2,0,2,1
Neoschischkinia truncatula,240821-07,D_constant_light,17,2,13/04/2023,25,4,0,0,0,1,1,0,1,0
Neoschischkinia truncatula,240821-07,D_constant_light,17,3,13/04/2023,25,2,0,0,0,0,0,0,4,1
Neoschischkinia truncatula,240821-07,D_constant_light,17,4,13/04/2023,25,2,0,0,0,0,0,0,0,0
Pedicularis pyrenaica,300822-02,A_alternate_light,15_5,1,21/04/2023,25,2,0,3,5,0,0,0,2,0
Pedicularis pyrenaica,300822-02,A_alternate_light,15_5,2,21/04/2023,25,1,0,4,6,1,0,0,0,0
Pedicularis pyrenaica,300822-02,A_alternate_light,15_5,3,21/04/2023,25,0,0,5,3,3,0,0,0,0
